"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"99","3.3000","0.50086","0.18069","0.00972","0.9468","0.48500","0.16925","0.00613","0.9378","0.48096","0.16682","0.00708","0.9644","0.47940","0.16728","0.00692","0.9596","0.51380","0.17151","0.01433","0.9584","0.52158","0.16758","0.01527","0.9260","0.52662","0.16793","0.01480","0.9237","0.46816","0.17817","0.01908","0.9778","0.53088","0.18014","0.02517","0.9258","0.48759","0.20655","0.00986","0.9371","0.50984","0.20600","0.01120","0.9705","0.42827","0.29870","0.00834","0.9591","0.57295","0.30277","0.01508","0.9621","0.42120","0.42901","-0.02298","0.9688","0.58426","0.43144","-0.01716","0.9650","0.42793","0.53712","-0.04438","0.9481","0.57269","0.54111","-0.03611","0.9623","0.42082","0.55903","-0.05011","0.9660","0.57898","0.56039","-0.04307","0.9307","0.41367","0.55450","-0.04972","0.9580","0.58541","0.55323","-0.03879","0.9687","0.43456","0.55367","-0.04355","0.9447","0.56809","0.55558","-0.03528","0.9374","0.45972","0.52100","-0.00308","0.9732","0.54336","0.52000","0.00634","0.9647","0.46122","0.71904","-0.00311","0.9451","0.54247","0.71973","0.00553","0.9365","0.45786","0.92229","0.00343","0.9683","0.54496","0.91808","0.00603","0.9634","0.46239","0.94033","0.01706","0.9554","0.54323","0.93896","0.02646","0.9641","0.45794","0.94704","-0.02149","0.9680","0.54403","0.95032","-0.01387","0.9412"
"100","3.3333","0.50143","0.18210","0.01137","0.9565","0.48825","0.17078","0.00683","0.9688","0.48082","0.17068","0.00856","0.9270","0.47605","0.17095","0.00734","0.9694","0.51284","0.17355","0.01460","0.9329","0.52134","0.17252","0.01270","0.9402","0.52586","0.17078","0.01652","0.9204","0.46716","0.18027","0.01735","0.9883","0.52956","0.18242","0.02312","0.9117","0.49050","0.20487","0.01163","0.9735","0.50974","0.20847","0.00832","0.9714","0.42772","0.30428","0.00793","0.9802","0.57024","0.30191","0.01236","0.9587","0.42229","0.43276","-0.02168","0.9590","0.58079","0.43130","-0.01498","0.9311","0.43296","0.54091","-0.04502","0.9942","0.57171","0.53706","-0.03845","0.9402","0.42190","0.56063","-0.04876","0.9675","0.57924","0.55735","-0.03917","0.9457","0.41477","0.55561","-0.04911","0.9782","0.58555","0.55789","-0.04162","0.9218","0.43619","0.55697","-0.04345","0.9550","0.56796","0.55745","-0.03578","0.9414","0.45746","0.52108","-0.00321","0.9667","0.54058","0.52360","0.00299","0.8885","0.45836","0.72065","-0.00694","0.9554","0.54328","0.72083","0.00468","0.9350","0.45673","0.92137","0.00245","0.9475","0.54075","0.91918","0.00977","0.9395","0.45920","0.94038","0.01515","0.9794","0.53764","0.94184","0.02403","0.9156","0.45755","0.94950","-0.02024","0.9511","0.54163","0.94625","-0.01837","0.9379"
"101","3.3667","0.50323","0.18522","0.01054","0.9541","0.49086","0.17135","0.00408","0.9793","0.48218","0.17278","0.00867","0.9623","0.47601","0.17555","0.00748","0.9488","0.51112","0.17196","0.01454","0.9630","0.51942","0.16977","0.01438","0.9388","0.52718","0.17462","0.01265","0.9048","0.47130","0.18491","0.01625","0.9641","0.53018","0.18779","0.02218","0.9455","0.48910","0.20760","0.00927","0.9627","0.51053","0.20911","0.01215","0.9469","0.42715","0.30662","0.00476","0.9692","0.57073","0.30440","0.01328","0.9176","0.41938","0.43196","-0.02736","0.9573","0.58553","0.43387","-0.02051","0.9677","0.43122","0.53992","-0.04502","0.9478","0.56907","0.53980","-0.04015","0.9308","0.42292","0.56072","-0.05086","0.9455","0.58257","0.55984","-0.04578","0.9326","0.41774","0.55467","-0.05094","0.9706","0.58655","0.55699","-0.04437","0.9585","0.43297","0.55496","-0.04514","0.9718","0.56707","0.55347","-0.04384","0.9458","0.45854","0.52770","-0.00471","0.9844","0.54481","0.52716","0.00587","0.9352","0.45881","0.72015","-0.00182","0.9655","0.54478","0.71895","0.00403","0.9413","0.46123","0.91949","0.00477","0.9480","0.54104","0.91684","0.01099","0.9347","0.46136","0.93885","0.01282","0.9740","0.54253","0.93949","0.02759","0.9821","0.45896","0.94966","-0.02208","0.9815","0.53984","0.94473","-0.01469","0.9654"
"102","3.4000","0.50239","0.18734","0.01213","0.9741","0.48855","0.17294","0.00305","0.9894","0.48121","0.17160","0.00990","0.9455","0.47656","0.17413","0.00999","0.9859","0.51379","0.17360","0.01562","0.9134","0.51989","0.16795","0.01395","0.9561","0.52636","0.17545","0.01254","0.9055","0.46998","0.18551","0.01689","0.9753","0.53261","0.18594","0.02276","0.9470","0.48969","0.20520","0.00837","0.9472","0.50987","0.20906","0.01372","0.9843","0.42602","0.30622","0.00560","0.9703","0.57027","0.30466","0.01141","0.9357","0.42006","0.43284","-0.02531","0.9717","0.58369","0.43370","-0.01936","0.9693","0.43132","0.54105","-0.04443","0.9581","0.56987","0.53899","-0.03966","0.9687","0.42254","0.55988","-0.04984","0.9407","0.58137","0.55889","-0.04801","0.9104","0.41723","0.55509","-0.05184","0.9664","0.58555","0.55789","-0.04441","0.9583","0.43153","0.55413","-0.04571","0.9826","0.56742","0.55465","-0.04114","0.9499","0.45596","0.52615","-0.00216","0.9793","0.54423","0.52807","0.00664","0.9269","0.45885","0.71982","-0.00288","0.9685","0.54433","0.71885","0.00231","0.9433","0.46028","0.91913","0.00301","0.9448","0.54232","0.91808","0.01216","0.9274","0.46213","0.93820","0.01474","0.9509","0.54217","0.93911","0.02701","0.9703","0.45847","0.94997","-0.02163","0.9776","0.53938","0.94497","-0.01393","0.9477"
"103","3.4333","0.49742","0.18534","0.01056","0.9684","0.48649","0.17992","0.00818","0.9357","0.48344","0.17703","0.00597","0.9422","0.47409","0.17869","0.00493","0.9630","0.51394","0.17703","0.01452","0.9595","0.52337","0.17609","0.01166","0.9317","0.52597","0.17944","0.01201","0.9289","0.46718","0.18656","0.01732","0.9609","0.52887","0.18686","0.02300","0.9685","0.49349","0.21092","0.00954","0.9401","0.50945","0.21333","0.01006","0.9300","0.42767","0.30726","0.00578","0.9825","0.57523","0.30941","0.01172","0.9535","0.41786","0.43768","-0.02497","0.9570","0.58321","0.43825","-0.01880","0.9602","0.42848","0.54136","-0.04989","0.9250","0.57012","0.53991","-0.03884","0.9261","0.41899","0.56408","-0.05961","0.9942","0.58230","0.56448","-0.04437","0.9858","0.41427","0.55481","-0.05401","0.9909","0.58199","0.55933","-0.04631","0.9323","0.43073","0.56115","-0.04909","0.9410","0.56708","0.55677","-0.04111","0.9504","0.45820","0.52901","0.00122","0.9417","0.54396","0.53040","0.00560","0.9598","0.45892","0.71795","-0.00840","0.9686","0.54247","0.71572","-0.00239","0.9583","0.45451","0.91781","0.00427","0.9380","0.54259","0.91734","0.01007","0.9374","0.45988","0.93822","0.01752","0.9454","0.54199","0.93800","0.02424","0.9522","0.45600","0.95111","-0.02142","0.9214","0.53963","0.94991","-0.01358","0.9557"
"104","3.4667","0.49927","0.19010","0.00500","0.9425","0.48486","0.18150","0.00214","0.9681","0.48016","0.17715","0.00554","0.9950","0.47425","0.18081","0.00456","0.9655","0.51333","0.18377","0.01013","0.9164","0.52002","0.17953","0.01330","0.9356","0.52747","0.18436","0.01421","0.9330","0.47258","0.19064","0.01570","0.9872","0.52827","0.19071","0.01976","0.9297","0.48876","0.21513","0.00747","0.9913","0.50983","0.21614","0.00965","0.9950","0.42440","0.30992","0.00600","0.9749","0.57221","0.31325","0.01161","0.9284","0.42013","0.43983","-0.02830","0.9574","0.58386","0.43683","-0.02421","0.9678","0.42598","0.54476","-0.05095","0.9318","0.56979","0.54649","-0.05026","0.9806","0.41942","0.56108","-0.05821","0.9752","0.58130","0.56463","-0.05207","0.9290","0.41513","0.55885","-0.05812","0.9644","0.58371","0.55970","-0.05174","0.9412","0.43462","0.55706","-0.05247","0.9672","0.56804","0.55789","-0.04485","0.9802","0.46049","0.53544","-0.00299","0.9922","0.54382","0.53211","0.00640","0.9360","0.46092","0.71650","-0.00932","0.9354","0.54244","0.71684","-0.00203","0.9646","0.46070","0.92268","0.00306","0.9539","0.54162","0.91957","0.01352","0.9384","0.46046","0.94328","0.01859","0.9628","0.54162","0.93716","0.02490","0.9215","0.45833","0.94875","-0.02039","0.9696","0.54167","0.95052","-0.01618","0.9282"
"105","3.5000","0.50170","0.19772","0.00973","0.9631","0.48836","0.18497","0.00535","0.9624","0.47998","0.18860","0.00537","0.9811","0.47510","0.18997","0.00547","0.9716","0.51483","0.18675","0.01128","0.9363","0.52065","0.18530","0.01356","0.9649","0.52719","0.18838","0.01330","0.9384","0.46736","0.19747","0.01611","0.9371","0.53235","0.19528","0.02099","0.9551","0.49277","0.22386","0.00323","0.9469","0.50859","0.22127","0.00341","0.9272","0.43026","0.31724","0.00358","0.9562","0.57071","0.31822","0.00957","0.9510","0.41756","0.44698","-0.03115","0.9498","0.58272","0.44227","-0.02430","0.9794","0.43159","0.54402","-0.05671","0.9802","0.57043","0.54446","-0.05239","0.9533","0.42178","0.56899","-0.06503","0.9712","0.57803","0.56832","-0.05645","0.9292","0.41834","0.55928","-0.06488","0.9372","0.58351","0.56007","-0.05421","0.9545","0.43212","0.55997","-0.06205","0.9408","0.56703","0.55800","-0.05055","0.9517","0.46020","0.54401","-0.00458","0.9678","0.54120","0.54276","0.00530","0.9349","0.45910","0.72120","-0.01531","0.9579","0.54132","0.71780","-0.00203","0.9451","0.46069","0.92000","0.00501","0.9537","0.54102","0.92016","0.01075","0.9269","0.45923","0.93983","0.01869","0.9615","0.54134","0.94021","0.02603","0.9491","0.46067","0.94897","-0.02316","0.9569","0.54457","0.94906","-0.01592","0.9396"
"106","3.5333","0.50056","0.19669","0.01068","0.9398","0.48741","0.18488","0.00493","0.9835","0.48047","0.18770","0.00527","0.9950","0.47428","0.18941","0.00444","0.9762","0.51267","0.18604","0.01070","0.9464","0.52081","0.18532","0.01100","0.9421","0.52790","0.18766","0.01153","0.9524","0.46708","0.19706","0.01491","0.9714","0.53142","0.19714","0.02105","0.9501","0.49048","0.22318","0.00568","0.9555","0.51029","0.22336","0.00362","0.9221","0.43225","0.31707","0.00460","0.9528","0.57356","0.31790","0.00898","0.9331","0.41613","0.44466","-0.03247","0.9410","0.58033","0.44331","-0.02450","0.9470","0.43257","0.54524","-0.05866","0.9654","0.57204","0.54607","-0.05198","0.9414","0.42017","0.56811","-0.06376","0.9469","0.57998","0.56654","-0.05557","0.9592","0.41783","0.55770","-0.06199","0.9610","0.58605","0.56151","-0.05509","0.9472","0.43322","0.56053","-0.06012","0.9448","0.56536","0.55852","-0.04836","0.9424","0.45975","0.54374","-0.00434","0.9615","0.54152","0.54245","0.00488","0.9466","0.46117","0.72036","-0.01498","0.9763","0.54122","0.71722","-0.00226","0.9532","0.46059","0.92099","0.00387","0.9671","0.54111","0.91881","0.01134","0.9131","0.45789","0.94132","0.01863","0.9683","0.54264","0.94230","0.02803","0.9523","0.45727","0.94943","-0.02252","0.9867","0.54328","0.94870","-0.01522","0.9472"
"107","3.5667","0.49930","0.20392","0.00572","0.9377","0.48578","0.19258","0.00314","0.9474","0.48095","0.19371","0.00275","0.9528","0.47620","0.19220","-0.00054","0.9105","0.51425","0.19473","0.00975","0.9674","0.51766","0.19289","0.00814","0.9242","0.52400","0.19634","0.00930","0.9359","0.47163","0.20376","0.01470","0.9950","0.53065","0.20599","0.01773","0.9238","0.48771","0.22734","0.00409","0.9498","0.51319","0.22892","0.00745","0.9763","0.42831","0.32481","0.00388","0.9535","0.57136","0.32733","0.01106","0.9429","0.42021","0.44798","-0.03735","0.9756","0.57969","0.44653","-0.02721","0.9319","0.42913","0.55232","-0.06229","0.9855","0.56960","0.54788","-0.05698","0.9761","0.42108","0.56747","-0.06751","0.9583","0.57858","0.56891","-0.05827","0.9222","0.41469","0.56142","-0.07008","0.9527","0.58486","0.56426","-0.06458","0.9343","0.43337","0.56654","-0.06081","0.9535","0.56750","0.56373","-0.05710","0.9451","0.45974","0.54865","0.00028","0.9653","0.54138","0.55058","0.00559","0.9307","0.45804","0.71948","-0.01691","0.9331","0.54281","0.71678","-0.01226","0.9412","0.45427","0.91856","0.00408","0.9572","0.54457","0.91819","0.00607","0.9689","0.45615","0.93853","0.01858","0.9720","0.54164","0.94316","0.02468","0.9031","0.45784","0.94696","-0.02659","0.9249","0.54257","0.94797","-0.01314","0.9354"
"108","3.6000","0.50050","0.21282","0.00284","0.9728","0.48525","0.20114","0.00158","0.9505","0.47981","0.19989","0.00310","0.9882","0.47174","0.19959","0.00247","0.9695","0.51117","0.19957","0.00883","0.9639","0.52063","0.19562","0.00751","0.9314","0.52409","0.20133","0.01088","0.9582","0.46765","0.20959","0.01114","0.9376","0.52977","0.21175","0.01917","0.9406","0.49029","0.23524","0.00122","0.9400","0.50718","0.23855","0.00275","0.9121","0.42813","0.33331","-0.00160","0.9787","0.57183","0.32829","0.00866","0.9251","0.41790","0.45311","-0.03902","0.9477","0.57686","0.45513","-0.03173","0.9479","0.42598","0.55377","-0.06781","0.9674","0.57163","0.55330","-0.06241","0.9437","0.41762","0.57152","-0.07365","0.9707","0.58269","0.57150","-0.06727","0.9408","0.41599","0.56765","-0.07270","0.9777","0.58185","0.56607","-0.06278","0.9402","0.43030","0.56726","-0.07026","0.9666","0.56179","0.56857","-0.06317","0.9587","0.45894","0.55699","-0.00011","0.9706","0.53929","0.55680","0.00693","0.9143","0.45664","0.71700","-0.01876","0.9570","0.53921","0.72026","-0.01293","0.9267","0.45576","0.91817","0.00203","0.9677","0.54209","0.91709","0.01028","0.9492","0.46247","0.93959","0.01940","0.9574","0.54014","0.93913","0.02582","0.9225","0.45802","0.95014","-0.02337","0.9589","0.54013","0.95191","-0.01376","0.9446"
"109","3.6333","0.49964","0.21610","-0.00014","0.9633","0.48778","0.20622","0.00151","0.9389","0.48255","0.20313","0.00064","0.9457","0.47661","0.20570","-0.00221","0.9687","0.51377","0.20507","0.00851","0.9370","0.51821","0.20522","0.00780","0.9637","0.52625","0.20664","0.00769","0.9334","0.47079","0.21800","0.00656","0.9607","0.53165","0.21792","0.01832","0.9374","0.48685","0.24247","0.00249","0.9601","0.50980","0.24071","0.00497","0.9521","0.42785","0.33899","-0.00623","0.9540","0.57267","0.33970","0.00558","0.9277","0.41735","0.45654","-0.04420","0.9183","0.58093","0.45683","-0.03599","0.9337","0.42957","0.55403","-0.07666","0.9583","0.57151","0.55196","-0.07052","0.9790","0.42088","0.57559","-0.08076","0.9749","0.58046","0.57295","-0.07834","0.9144","0.41704","0.56939","-0.07943","0.9859","0.58398","0.56761","-0.07454","0.9112","0.43492","0.56906","-0.07639","0.9470","0.56541","0.57201","-0.07004","0.9172","0.45882","0.56595","0.00024","0.9498","0.54243","0.56625","0.00519","0.9492","0.45614","0.72013","-0.02367","0.9950","0.54418","0.72173","-0.01606","0.9504","0.45846","0.91854","-0.00025","0.9311","0.53979","0.92245","0.01117","0.9547","0.45848","0.94066","0.02039","0.9348","0.53889","0.93560","0.02667","0.9401","0.45792","0.94831","-0.02449","0.9610","0.54216","0.94957","-0.01678","0.9122"
"110","3.6667","0.50195","0.22345","0.00354","0.9803","0.48388","0.21424","-0.00008","0.9534","0.48060","0.21326","0.00028","0.9395","0.47529","0.21615","-0.00294","0.9334","0.51307","0.21537","0.00273","0.9278","0.51713","0.21162","0.00551","0.9567","0.52640","0.21307","0.00583","0.9471","0.46893","0.22602","0.00712","0.9467","0.53069","0.22448","0.01686","0.9337","0.48905","0.24636","0.00226","0.9290","0.51441","0.24851","0.00250","0.9727","0.42567","0.35004","-0.00236","0.9663","0.57037","0.34595","0.00239","0.9554","0.41580","0.46467","-0.04789","0.9849","0.58346","0.46519","-0.04125","0.9141","0.42997","0.55884","-0.08263","0.9031","0.56939","0.55861","-0.07447","0.9128","0.41734","0.57530","-0.08839","0.9350","0.57761","0.58071","-0.08033","0.9485","0.41377","0.56990","-0.08779","0.9540","0.58235","0.57133","-0.07970","0.9537","0.42936","0.57013","-0.08167","0.9565","0.56720","0.56988","-0.07261","0.9254","0.45677","0.57830","0.00055","0.9910","0.53958","0.57462","0.00255","0.9468","0.45691","0.72104","-0.03099","0.9525","0.54413","0.71889","-0.01911","0.9294","0.45810","0.92064","0.00137","0.9646","0.54065","0.92111","0.00847","0.9754","0.45986","0.93946","0.01757","0.9704","0.54280","0.93893","0.02637","0.9503","0.45854","0.95010","-0.02409","0.9692","0.53666","0.94680","-0.01694","0.9402"
"111","3.7000","0.49882","0.22333","0.00099","0.9944","0.48412","0.21514","-0.00149","0.9277","0.47865","0.21184","-0.00180","0.9485","0.47485","0.21519","-0.00445","0.9519","0.51114","0.21551","0.00293","0.9190","0.51860","0.21242","0.00484","0.9334","0.52475","0.21429","0.00672","0.9525","0.47174","0.22543","0.00742","0.9458","0.52957","0.22602","0.01572","0.9329","0.48954","0.24722","0.00371","0.9518","0.51166","0.24933","0.00142","0.9909","0.42604","0.35144","-0.00293","0.9674","0.56932","0.34588","0.00300","0.9482","0.41754","0.46530","-0.04646","0.9814","0.57988","0.46585","-0.04032","0.9275","0.42921","0.55649","-0.08335","0.9119","0.56991","0.55784","-0.07611","0.9241","0.41857","0.57574","-0.08748","0.9218","0.57759","0.57884","-0.08020","0.9295","0.41212","0.56973","-0.08673","0.9587","0.58354","0.57298","-0.07940","0.9348","0.43215","0.56925","-0.08104","0.9690","0.56769","0.57200","-0.07279","0.9153","0.45593","0.57833","0.00204","0.9776","0.53977","0.57451","0.00344","0.9311","0.45719","0.72227","-0.03007","0.9440","0.54444","0.71879","-0.01956","0.9606","0.45977","0.91961","0.00399","0.9507","0.54077","0.92165","0.00716","0.9742","0.45749","0.93688","0.01542","0.9950","0.54224","0.93903","0.02570","0.9621","0.45739","0.95080","-0.02455","0.9415","0.53834","0.95027","-0.01719","0.9594"
"112","3.7333","0.50020","0.22812","-0.00256","0.9774","0.48782","0.22007","-0.00346","0.9393","0.48145","0.22005","-0.00522","0.9808","0.47604","0.22260","0.00044","0.9346","0.51231","0.22465","0.00336","0.9778","0.51826","0.21797","0.00685","0.9573","0.52467","0.22077","0.00666","0.9192","0.46732","0.23308","0.00877","0.9489","0.52996","0.23513","0.01655","0.9531","0.48962","0.25630","-0.00052","0.9869","0.50887","0.25752","0.00123","0.9551","0.42793","0.35480","-0.00464","0.9582","0.56776","0.35280","0.00156","0.9529","0.41785","0.46868","-0.05001","0.9756","0.57909","0.46849","-0.04744","0.9827","0.42827","0.56105","-0.08646","0.9705","0.57211","0.56112","-0.08125","0.9595","0.41797","0.57871","-0.09206","0.9772","0.57787","0.58007","-0.08555","0.9315","0.41694","0.57456","-0.09056","0.9585","0.58107","0.57725","-0.08476","0.9170","0.43223","0.57401","-0.08634","0.9688","0.56535","0.57639","-0.08154","0.9261","0.45876","0.58406","0.00060","0.9630","0.54296","0.58533","0.00732","0.9350","0.45587","0.71935","-0.03194","0.9411","0.54298","0.71774","-0.02521","0.9115","0.45781","0.91746","0.00213","0.9028","0.54134","0.91868","0.00770","0.9682","0.45590","0.94017","0.01774","0.9474","0.54133","0.94047","0.02776","0.9293","0.45708","0.95192","-0.02268","0.9372","0.53959","0.94842","-0.01407","0.9303"
"113","3.7667","0.50027","0.23941","0.00289","0.9701","0.48473","0.22774","-0.00510","0.9428","0.47747","0.22519","-0.00192","0.9412","0.47328","0.22909","-0.00259","0.9355","0.51134","0.22986","0.00040","0.9656","0.51933","0.22880","0.00490","0.9545","0.52746","0.23047","0.00121","0.9256","0.46867","0.24116","0.00420","0.9425","0.52973","0.24328","0.01063","0.9156","0.49116","0.26597","-0.00118","0.9545","0.50791","0.26433","0.00010","0.9373","0.42765","0.36253","-0.00687","0.9770","0.57126","0.36110","-0.00276","0.9104","0.41968","0.47330","-0.05919","0.9683","0.58048","0.47742","-0.05255","0.9627","0.43000","0.56184","-0.09237","0.9568","0.57376","0.55931","-0.09112","0.9692","0.41713","0.58498","-0.10214","0.9691","0.58345","0.58407","-0.09154","0.9471","0.41553","0.57666","-0.09738","0.9687","0.58062","0.57949","-0.09182","0.9603","0.42958","0.57785","-0.09333","0.9505","0.56521","0.57644","-0.08996","0.9242","0.45776","0.59508","0.00290","0.9610","0.54079","0.59529","0.00556","0.9485","0.45561","0.72073","-0.03498","0.9564","0.54389","0.71755","-0.02782","0.9550","0.45844","0.91979","0.00161","0.9526","0.54235","0.91913","0.01035","0.9271","0.45811","0.93807","0.01922","0.9531","0.53976","0.94477","0.02347","0.9088","0.45638","0.94644","-0.02382","0.9451","0.54047","0.95217","-0.01466","0.9282"
"114","3.8000","0.49602","0.24728","-0.00152","0.9350","0.48796","0.23551","-0.00619","0.9530","0.47861","0.23688","-0.00406","0.9603","0.47354","0.23847","-0.00672","0.9548","0.51188","0.23729","0.00154","0.9223","0.51995","0.23477","0.00251","0.9111","0.52413","0.23743","0.00123","0.9571","0.46561","0.24710","0.00380","0.9785","0.53117","0.24743","0.01025","0.9261","0.49182","0.27254","-0.00274","0.9543","0.51198","0.27228","-0.00415","0.9223","0.42669","0.37141","-0.00933","0.9718","0.56760","0.37093","-0.00125","0.9313","0.41507","0.48122","-0.05928","0.9755","0.58116","0.48151","-0.05139","0.9660","0.42739","0.56313","-0.10240","0.9886","0.56931","0.56519","-0.09451","0.9344","0.42017","0.58563","-0.10668","0.9454","0.58200","0.58300","-0.09814","0.9365","0.41755","0.58401","-0.10402","0.9096","0.58478","0.57896","-0.09925","0.9150","0.43130","0.58023","-0.10051","0.9637","0.56716","0.58537","-0.09256","0.9157","0.45670","0.60718","-0.00127","0.9255","0.54147","0.60582","0.00784","0.9545","0.45237","0.71913","-0.04367","0.9452","0.54322","0.72241","-0.03444","0.9578","0.45558","0.92189","0.00214","0.9126","0.54048","0.92020","0.00688","0.9521","0.45888","0.94236","0.01928","0.9321","0.54207","0.94019","0.02557","0.9576","0.45668","0.94636","-0.02088","0.9587","0.53915","0.94789","-0.01527","0.9450"
"115","3.8333","0.49459","0.24715","0.00058","0.9513","0.48598","0.23780","-0.00527","0.9568","0.47999","0.23647","-0.00387","0.9712","0.47413","0.23956","-0.00743","0.9480","0.51184","0.23644","-0.00001","0.9786","0.51843","0.23312","0.00226","0.9145","0.52497","0.23784","-0.00104","0.9707","0.46743","0.24608","0.00198","0.9765","0.53055","0.24752","0.00946","0.9275","0.48934","0.27172","-0.00087","0.9365","0.51023","0.27269","-0.00314","0.9331","0.42562","0.37226","-0.00983","0.9480","0.56813","0.37271","-0.00399","0.9426","0.41579","0.47993","-0.05997","0.9636","0.57994","0.48174","-0.05349","0.9598","0.42697","0.56369","-0.10335","0.9699","0.56828","0.56543","-0.09642","0.9252","0.41732","0.59002","-0.10735","0.9569","0.58020","0.58171","-0.09864","0.9646","0.41881","0.58444","-0.10355","0.9369","0.58410","0.58119","-0.09852","0.9024","0.43093","0.58232","-0.09964","0.9920","0.56854","0.58394","-0.09277","0.9436","0.45810","0.60811","-0.00337","0.9473","0.54262","0.60555","0.00708","0.9542","0.45433","0.71864","-0.04433","0.9430","0.54304","0.72071","-0.03641","0.9813","0.45706","0.91942","0.00089","0.9254","0.53947","0.91981","0.00670","0.9640","0.45937","0.94277","0.01867","0.9364","0.53964","0.94001","0.02663","0.9679","0.45636","0.94772","-0.02192","0.9637","0.54106","0.94831","-0.01539","0.9229"
